PC1,PC2,PC3,PC4,PC5,PC6,landslide_risk_label
-3445.431514214224,2187.464041249751,54.44826502497406,2.6926108663926733,3.9139866828193615,0.2912370130500169,1
-2917.1139500797394,-1539.0549765051771,-3.216626737196904,-8.840498032723954,1.8807176605250608,0.15168015983233696,0
2235.271990976815,1202.438253401469,-6.937160408260304,-2.4952432103656506,-0.9203199781327664,-0.011250508208406451,0
1596.7887444523749,62.54131613502295,17.233271254231006,-1.1782235089975686,-0.8759464222417572,0.31368414966646707,1
1074.0662149592745,-433.46772495147115,15.8787697185032,18.9090663829023,-1.7784649943894362,0.2979549778457693,1
2447.366998116998,1167.5751865167767,-7.925055188167498,-8.547399189780318,-0.6343141950031217,0.3497012834853218,1
674.6998063659776,2953.118490776834,-19.001008314555435,5.295443273012939,-1.3406532121088894,-0.043824720235627224,0
539.0269000271892,-928.8303402816533,-0.5625108131168233,11.36680754963593,-1.29161081580129,0.06353350191614882,1
954.6858477164296,2855.0743405273342,2.125347995265976,15.898107777093852,0.3222737940001443,-0.01999168799584139,0
1468.1409196608365,-839.9638367970479,10.936966821394527,4.7613586393774625,-1.0599343231048226,0.001731734453397471,0
419.4700030140848,13.10989961343489,-26.34971596756631,-4.701154450109746,1.9371781700538988,-0.06119085173213101,0
2285.4252953036303,-811.2751049794089,-21.795133570676732,-3.986761179849065,0.35990092500507564,-0.009985066847744029,0
2233.815802280541,-307.33894461490013,8.224876398415311,2.0678655438131592,-1.0279586178741433,0.1233511918752388,1
1075.9822698543103,1071.549534722144,-18.263003142453528,21.26013231000127,-1.975562836752677,-0.1262024431255485,1
1289.8858230703327,-336.8996752301912,-9.356331416145128,5.0517714301221694,-1.0743569708166312,0.049497687878840235,1
1913.9660467087024,-906.1962946505239,-21.921739320165244,-7.612946049512864,-0.4187351198265795,0.20739454677856894,1
1562.5873655744308,1419.902646294292,-15.827806051574896,-11.404565049863827,1.0428901924659941,-0.10958789349725662,0
767.5715545670964,-648.4217001066309,-23.84626668453282,19.452779013275663,-1.6925959680195595,0.23415104712520707,1
1490.1281416636266,-29.988051923264948,-48.97719580783652,16.340056649013807,-0.9024726727040802,-0.005365315190450803,0
1213.3273915464133,-940.0417235133932,-27.294485505718946,-9.20801433708434,2.515816223684573,0.09405671526797954,0
1784.070137084931,-582.5403204948084,-12.83001805376539,-8.910453616233642,-0.39386329837249034,0.38172827503450213,1
421.08353864263927,-1042.5065246225613,-55.05596426141361,-1.8742447285360537,-0.5226039386479564,-0.1886752872593831,1
2694.845285173127,2536.9458486938383,-47.09915654940296,-3.795937726890429,-0.945533886542119,0.018774811135678915,1
890.4855792742705,-622.0069865730834,-22.825430928631405,11.875766960616147,3.225388595846583,-0.12372430494226261,1
672.9721293519465,2340.8766782040357,13.033794830647494,0.09737434987009053,-1.084607574714795,0.2936930703911893,0
1219.2761572496702,-650.3502534360407,-13.88610732586828,-14.283660680198489,-0.08114063939071459,0.35559039793584124,1
734.6879193019786,-26.199266022295888,-32.02551686108056,-3.620686500815335,-0.5974623029264983,-0.049023618898099586,1
1219.670540596475,105.03109681422961,-16.87524642152304,9.52621057092249,-1.317930506821123,-0.09220548217320501,0
757.4148601168808,355.58530313958636,-28.101131162782234,3.039832687151616,-0.9707669887859938,-0.01127814326576948,0
487.6058803393712,442.72311168383385,-9.304731691625754,-8.321611866691205,-0.4346977606632304,0.11486415288571894,0
849.6166387709109,468.9270412549604,21.875983335454613,3.5134914081068658,-1.1015500726234448,0.289333982842911,1
1364.255865576979,-612.6887945191875,-26.146553865798126,-3.1491422595329244,0.3212957522963108,0.08153800365592334,0
2857.8165928079197,2826.79312022264,-51.93632900927095,-17.98680250602685,-0.276568958653582,-0.11070280928066634,0
1919.2138258613722,-925.0554544907337,-29.956972074976626,-17.70922068533642,0.09488219237360251,0.07602332899917619,0
-3209.518048897478,524.6102976573757,55.48180174498299,1.0986739764459088,-0.7625869175686564,0.27556955818577744,0
292.98284167012616,-286.8125801656472,-20.455243183974396,10.105471615827323,-1.2379990235440619,-0.031203355505246333,1
-603.4891779406071,-787.8450323798401,6.5836875226459455,-9.922787372566674,-0.18989255120518045,0.1685295801443144,1
-3188.0503547017706,372.2505501543992,30.732470161274634,14.24577998885681,-1.349701045388951,-0.2888898359630921,1
-3332.3070782029135,1388.6291510800834,22.363611414298425,-14.743831413406076,0.005079371024443002,-0.23495370503256235,0
2031.025697887092,-367.78328195501535,-3.959492861935651,23.175359179841944,-2.0257129392583377,0.10466818404528266,1
668.1760832412729,3058.2091534722067,-17.09096690499407,-17.96761608832292,-0.20885366078767498,0.08062438607787037,1
754.6418970715486,-1012.49827726935,-27.83414995477444,-17.404661163051067,0.6956985404958584,0.259101772095659,0
604.8510543409902,-189.98333678384233,-7.570269509946172,-8.520603721602798,-0.37548832061229875,0.09733776393624771,1
-3089.281710260502,-323.3813481922032,43.60836788868629,14.783622763708909,-1.3399334002892151,-0.17724131304717272,0
1132.4517954272642,-624.7574899981405,-41.93743531245653,-3.509666293915,-0.5553246491551618,-0.15778122344458345,0
1811.3441995089815,439.1112251007726,4.142630191870154,-7.2033347520752375,-0.6043838486521744,-0.14717139560606396,1
-987.208080992529,498.32420201969944,13.57624501804505,2.9281742245671403,-0.9314942212324158,0.19641144893729068,0
