PC1,PC2,PC3,PC4,PC5,landslide_risk_label
2550.5782476017635,-190.54511002065647,38.21186107336462,1.0243301395781472,0.29576759847415246,1
-1212.3795723515661,-270.6501267535232,-17.426781819072275,-11.332251396045278,0.187507941479908,0
718.1555501108978,2572.4294105943645,11.251513859235558,-1.0971621053378087,-0.06806433737722362,0
-303.64554217576097,1758.098793914447,31.250253978907267,-1.3359402356699341,0.2535862925325947,1
-708.7351926079726,1162.1348915612525,26.970078494191995,18.18436873775046,0.2395840334039694,1
649.4993404595914,2776.116466272074,11.429392586025585,-7.037661460269343,0.29131322715867436,1
2697.8722320260836,1315.1753349325227,-9.702459458640568,7.16270098349829,-0.05695745200931912,0
-1111.1944432309656,554.2331841475302,6.994073019228075,10.331812356443812,0.02787904368876304,1
2555.9074080969185,1575.5104776160279,13.299561468666184,17.35486901294744,-0.06975742500720683,0
-1173.5341042535397,1485.4205652593337,24.047305964626503,4.082636328730313,-0.0576944212238899,0
-162.32193772524556,588.5400479207133,-19.585642203067188,-4.8431555036011265,-0.0849327178237328,0
-1277.2324704061855,2296.7985582748943,-3.8636629169640244,-3.6068950614624384,-0.07181538703808465,0
-771.5579753377112,2327.067429728282,26.089914284650348,2.214217371235101,0.05127017141918955,1
776.1891162666898,1407.2912387994056,-6.708397138750996,22.158204869936114,-0.16207675379785713,1
-648.300887783895,1390.876336148106,2.8111685176213683,4.985009921886377,0.006671293770609377,1
-1310.9152532745634,1914.896384771143,-6.346349430135902,-7.457375778901666,0.16135037684083897,1
1041.4013932156372,1943.7692199054363,-1.8555117559626808,-10.16077435668318,-0.15088914157469147,0
-871.3979991477407,825.1938657559167,-14.660768572123857,19.18518347897851,0.2034004947424024,1
-377.7922424129662,1638.2831737882152,-35.28264266718936,17.326014958291665,-0.039389677302786086,0
-1231.1668747229105,1218.0359919998455,-16.034556444274607,-9.507864535176903,0.05004122083755824,0
-970.5226534550713,1838.9247973807169,2.0127996283702885,-8.799446878469295,0.33526325047630945,1
-1204.3635837602567,419.82110209499433,-48.49458440145117,-2.0089645218225236,-0.18629618121263253,1
1960.8946628670742,3241.728384101064,-25.773464974599992,-0.5103398416383271,-0.021375426725264268,1
-865.1761767632917,950.7575960941126,-13.044134189048457,11.44333469301938,-0.18227478294771154,1
2093.9728780019473,1214.4035204476422,22.052029052168322,0.9488960500824604,0.26342251168811626,0
-946.2264594723249,1270.6149222173462,-2.6067537876124547,-14.522399050120647,0.32451966992719905,1
-252.0271679723844,893.2991434316928,-23.322386993097894,-3.37597567531051,-0.06212125110485578,1
-200.83971184340794,1392.9980978601534,-4.929902940165327,9.851073707569412,-0.129923409401694,0
121.07450822487021,977.3568164421613,-19.02955912968187,3.4718366239266665,-0.028781879047396708,0
250.66208640036757,725.0628820859606,-2.078594903541749,-8.36253955094278,0.09852104475813572,0
218.07417027785164,1086.3489364518887,31.538575636213892,3.104659984203675,0.2426016244653013,1
-932.4883731185919,1419.8364095867182,-13.757623003953377,-3.0793874143956934,0.043245720478097494,0
2220.6209852159923,3449.4079984069167,-29.815757346356033,-14.34475628320708,-0.1444972416297156,0
-1330.3749906357693,1917.0858187443655,-14.549322182425627,-17.417751835916498,0.038747204708951655,0
871.4557696182874,-226.2895520682705,40.22384486855405,-1.2764774843397788,0.2996174337402472,0
-437.8827746441731,415.2310208816866,-14.248002132530097,9.723008016554356,-0.047809843979662814,1
-787.5279004582825,-550.5205751256481,6.8011777300041345,-11.677954594754196,0.1645557525449115,1
717.6041589094339,-229.57097571506483,15.825213433463276,12.277245811791701,-0.2582275699501168,1
1743.9464570467298,-207.71247704292136,6.285169655567628,-16.01428909858256,-0.18007909215394602,0
-798.478224945415,2117.2386212847114,13.066751722744016,23.42491301923534,0.034058999466814344,1
2802.6503708853784,1325.716149695053,-8.256854651669386,-16.097694600114465,0.0774351085581273,1
-1228.5907890759586,753.6884134384854,-19.541140038706274,-17.898362505478193,0.24299522312815947,0
-392.6720988655202,738.5739954262017,0.19817512810655558,-8.931924439673772,0.0754417310753781,1
15.162313110323566,-244.52387216656462,29.12627836901281,12.179501772126336,-0.1583489787405129,0
-906.9737270845551,1189.2262875241631,-30.96542286084355,-3.228513217540499,-0.17635762970344848,0
33.32385641631845,2030.7336699163152,19.45203166363146,-6.752281802409414,-0.20095762206045076,1
543.7258518731037,-721.5303171189835,12.045346387476386,1.652562200242624,0.19560487336172028,0
-992.5130852018925,-741.4255314465008,15.974204246545384,-13.21645248491112,-0.016434661976947096,1
1298.5057729640794,-1233.8831768228035,26.394389471685102,6.635702767399685,-0.04064260974143086,1
-662.0881284881876,-805.0056484563788,28.58452593138108,-16.152741754356047,-0.004683595418381925,0
102.13324868771679,-1050.1095205655854,-4.085706375812229,16.478762568760587,-0.004888844400285031,1
-702.815745787009,-971.5256951591866,7.377605444637922,23.867848065739494,-0.04358316010913066,0
-538.5662137484271,-756.8747761912387,-19.146791573681284,1.5341120286625696,-0.11407970654440858,0
587.6103524075088,-636.0743055841031,13.02209700560796,-5.5802937954179335,0.06201306139433749,1
-443.5100005794727,-481.78439540563613,3.098321104885123,-8.809496911963649,-0.2612843670155326,0
-1183.0469595115774,109.00751726653107,-1.4086674754298656,-3.4794376047632305,-0.07651062422396082,0
360.6048580559748,-708.921273948336,-7.152904136902997,-11.421239376563555,0.37288115856757376,1
-1105.0601310738111,-533.8716414844989,33.40736578758218,-16.74784343497698,0.3159398065841561,1
