elevation_m,slope_degree,soil_moisture_pct,ndvi,ANNUAL,earthquake_magnitude,landslide_risk_label
0.8040074256426812,0.4132773109243697,0.9263157894736842,0.9261744966442953,0.0,0.6269230769230769,1
0.04453367771096493,0.13747899159663865,0.3443157894736842,0.8226270373921382,0.0,0.23974358974358978,0
0.446204447314258,0.32857142857142857,0.645578947368421,0.5800575263662512,0.8068088235294117,0.0,0
0.23657129020541584,0.3171428571428571,0.8562105263157895,0.887823585810163,0.6902794117647058,0.0,1
0.15228621009725976,0.6415126050420168,0.8087368421052632,0.87248322147651,0.6039264705882352,0.0,1
0.4332297509988296,0.2265546218487395,0.6483157894736842,0.9252157238734421,0.836970588235294,0.0,1
0.8401872553371806,0.5011764705882353,0.42210526315789476,0.588686481303931,0.6157647058823529,0.0,0
0.06848541103353646,0.5030252100840337,0.5992631578947367,0.6692233940556088,0.5158088235294117,0.0,1
0.8126639493119173,0.6731092436974789,0.6632631578947368,0.576222435282838,0.654485294117647,0.28589743589743594,0
0.05990960087170588,0.3949579831932773,0.7801052631578946,0.588686481303931,0.6529117647058823,0.0,0
0.260058920860406,0.2574789915966386,0.32073684210526315,0.5618408437200384,0.5178823529411765,0.3166666666666667,0
0.04247548327212558,0.2542857142857143,0.4877894736842106,0.576222435282838,0.7725294117647058,0.12692307692307694,0
0.14461842689374066,0.36537815126050416,0.8021052631578947,0.6941514860977949,0.7753970588235293,0.0,1
0.4529036684289115,0.7235294117647059,0.4530526315789473,0.48705656759348037,0.6353235294117646,0.0,1
0.16546269018120183,0.4147899159663865,0.5561052631578947,0.6500479386385427,0.6373676470588235,0.0,1
0.03404092174825457,0.1907563025210084,0.4618947368421053,0.7996164908916588,0.716485294117647,0.0,1
0.5087170587997901,0.18235294117647058,0.5081052631578948,0.5004793863854267,0.7133676470588234,0.18974358974358976,0
0.11802332620364019,0.6499159663865547,0.3703157894736842,0.8370086289549378,0.5548970588235294,0.0,1
0.2210944751604181,0.6178151260504201,0.1536842105263158,0.6049856184084372,0.6728970588235293,0.08974358974358974,0
0.04713668832479115,0.15966386554621848,0.35968421052631583,0.6922339405560882,0.6137794117647059,0.35769230769230775,0
0.10238508414383148,0.17546218487394957,0.5497894736842104,0.9664429530201343,0.7042499999999999,0.0,1
0.049114169256225026,0.28453781512605036,0.016631578947368428,0.464046021093001,0.4963382352941176,0.0,1
0.6997861092053754,0.346890756302521,0.2554736842105263,0.6251198465963568,0.9013235294117646,0.0,1
0.11981920174341176,0.5194957983193278,0.3883157894736842,0.46788111217641426,0.5733382352941175,0.5833333333333334,1
0.7179264699947536,0.39394957983193274,0.7573684210526317,0.8964525407478428,0.6028382352941176,0.0,0
0.10484684611969812,0.08201680672268907,0.5014736842105263,0.955896452540748,0.6206176470588235,0.0,1
0.2432705113200694,0.27831932773109236,0.2814736842105263,0.5838926174496645,0.562970588235294,0.0,1
0.2557407482142136,0.5020168067226891,0.4737894736842105,0.5186960690316396,0.6362794117647058,0.0,0
0.31889906775898946,0.3994957983193277,0.32568421052631574,0.6155321188878237,0.5741617647058823,0.0,0
0.3439606118083861,0.20722689075630252,0.5052631578947369,0.738255033557047,0.5366617647058823,0.0,0
0.338936195972396,0.4036974789915966,0.8580000000000001,0.8763183125599233,0.5898823529411764,0.0,1
0.108256991807579,0.27159663865546213,0.3828421052631579,0.6855225311601151,0.6425147058823529,0.12051282051282051,0
0.7530772024698333,0.1164705882352941,0.21452631578947368,0.5081495685522531,0.9310441176470587,0.0,0
0.03012631663908955,0.021512605042016804,0.37673684210526315,0.6826462128475551,0.7168676470588234,0.0,0
0.465111586423988,0.3492436974789916,0.9487368421052631,0.9300095877277086,0.0,0.0,0
0.2037208926913919,0.49999999999999994,0.3752631578947368,0.5963566634707574,0.4932647058823529,0.0,1
0.12904071996448607,0.14436974789915966,0.5989473684210527,0.800575263662512,0.3523676470588235,0.0,1
