elevation_m,slope_degree,soil_moisture_pct,ndvi,ANNUAL,earthquake_magnitude,landslide_risk_label
2.4774105188263986,0.4129423966816937,1.7017177234579148,1.6829384158232472,-2.5054484039013256,2.5744943015698234,1
-1.0415913535030317,-1.004673087266515,-1.0883160831154344,1.1079800406656526,-2.5054484039013256,0.6815518209565881,0
0.8195397180360947,-0.022449561825251495,0.35590109077006477,-0.23891319002760167,1.9224990017979549,-0.49056819187346196,0
-0.1517900670648792,-0.08119292130634725,1.3656420289059434,1.4699908694685824,1.2829595080998135,-0.49056819187346196,1
-0.5423227951779571,1.5860818404365185,1.13805923875138,1.3848118509267164,0.8090352391705503,-0.49056819187346196,1
0.7594217998707344,-0.546820432487386,0.3690211629297516,1.6776147271643806,2.088033517392968,-0.49056819187346196,1
2.6450488194025894,0.8647479409260039,-0.7154032628843429,-0.19099999209780208,0.8740061241310505,-0.49056819187346196,0
-0.9306116196581135,0.8742505431950047,0.13386910037536895,0.2561898552469936,0.32542586937761014,-0.49056819187346196,1
2.5175202962648733,1.7484899519430772,0.44067694164803994,-0.2602079446630682,1.0865133789148977,0.90720059348002,0
-0.9703474131577682,0.3187802469252313,1.0008030992346588,-0.19099999209780208,1.0778774973114527,-0.49056819187346196,0
-0.042960740868177465,-0.38786781271500914,-1.2013505509527342,-0.3400632745460675,0.3368058628924306,1.0576331084956416,0
-1.0511279439429488,-0.4042813984523741,-0.4005215310518649,-0.2602079446630682,1.734365917521028,0.1299659325659762,0
-0.5778512693658838,0.16673861062121856,1.1062682946721396,0.3946057603775258,1.7501042064245032,-0.49056819187346196,1
0.8505803849581778,2.007651832006735,-0.567045523847887,-0.7553109899376638,0.9813493253701377,-0.49056819187346196,1
-0.4812699171655463,0.4207172530836034,-0.07302434521968866,0.14971608206966117,0.9925679005372308,-0.49056819187346196,1
-1.0902092655496682,-0.7308253673325832,-0.5246575984088995,0.9802115128528537,1.4267832559254183,-0.49056819187346196,1
1.1091902786524022,-0.7740190140098595,-0.30313022617419144,-0.6807793487135311,1.409672911066255,0.4370989840562032,0
-0.7010789772071663,1.6292754871137949,-0.9636753975984119,1.187835370548652,0.5399508535080568,-0.49056819187346196,1
-0.22350148733366784,1.464275756806599,-2.002179570853603,-0.1004972848970695,1.1875612645925948,-0.05180668974456633,0
