elevation_m,slope_degree,soil_moisture_pct,ndvi,ANNUAL,landslide_risk_label
2.270801738946517,0.3245307300757121,1.923332858393009,1.6897354267034905,-0.2965757008033653,1
-1.0862403669058016,-1.0549698335725897,-0.8719334024140246,1.0728711674393951,-0.2965757008033653,0
0.6892333606858944,-0.09915500062431468,0.5749922692137073,-0.37219047694779134,3.097424924129286,0
-0.23739160444774027,-0.15631894841717542,1.5866268844922162,1.4612671825316033,2.1373853636423865,1
-0.6099503184108928,1.4661283933507845,1.3586172835473846,1.3698798848628482,1.4259577640488643,1
0.6318823305019567,-0.6094272993047042,0.5881369468734983,1.6840237205991935,3.345915729096301,1
2.4307245960535155,0.7641887403060971,-0.49832121816074226,-0.3207851220091167,1.5234882847697064,0
-0.9803684029426074,0.7734358495078834,0.3525438780480183,0.15899819075184624,0.6999914532919868,1
2.3090654900334675,1.6241698960722228,0.6599271094769708,-0.39503730136498005,1.8424918388789955,0
-1.0182753824576516,0.23290028434892057,1.2211037326449588,-0.3207851220091167,1.8295281547583373,0
-0.13357107702300725,-0.4547483817475515,-0.9851798560983754,-0.48071289292943786,0.7170744389089292,0
-1.0953380419894123,-0.4707206612779096,-0.18284895432576495,-0.39503730136498005,2.815010459781108,0
-0.6438436177419912,0.08494653712033964,1.3267667184486611,0.307502549463573,2.83863586542156,1
0.718845401154117,1.8763637833936673,-0.34968524770003195,-0.926225969064618,1.6846256668302284,1
-0.5517073592971894,0.3320965466953554,0.14526242264362615,0.04476406866590254,1.701466340594449,1
-1.1326206712536204,-0.7884849593029298,-0.30721782756840027,0.9357902209362627,2.3532852244182143,1
0.965552943127323,-0.830517273856504,-0.08527500092808772,-0.8462620836044574,2.327600168029619,0
-0.7613998506851166,1.5081607079043586,-0.7470589646460128,1.158546759003853,1.0220239055603082,1
-0.30580255336077294,1.3475972663097053,-1.7875107578709857,-0.22368611823606452,1.9941790586833363,0
-1.0747344837118236,-0.944004523151154,-0.7981209817090459,0.2960791372549787,1.5071322347109317,0
-0.830524342741962,-0.8649837717904347,0.11492855112103212,1.9296270830839723,2.252483493685616,1
-1.065993580200119,-0.319404328885043,-2.445755769911275,-1.0633069155677501,0.5395810067896325,1
1.8101204467225085,-0.007524554897523177,-1.2986298618318464,-0.10374029004582364,3.8760940628533267,1
